step,wallclock_seconds,split,layer,mean_l2_norm
810,134.47320082299998,train,2,21.058982849121094
810,134.47320082299998,train,3,27.58482551574707
820,136.027834475,train,0,21.328886032104492
820,136.027834475,train,1,20.957805633544922
820,136.027834475,train,2,21.036653518676758
820,136.027834475,train,3,27.612001419067383
830,137.58058398,train,0,21.319440841674805
830,137.58058398,train,1,20.940404891967773
830,137.58058398,train,2,21.01706886291504
830,137.58058398,train,3,27.640731811523438
840,139.136539564,train,0,21.308229446411133
840,139.136539564,train,1,20.919631958007812
840,139.136539564,train,2,20.99962043762207
840,139.136539564,train,3,27.667882919311523
850,140.689534789,train,0,21.29599380493164
850,140.689534789,train,1,20.901325225830078
850,140.689534789,train,2,20.98044204711914
850,140.689534789,train,3,27.69888687133789
860,142.240777753,train,0,21.28387451171875
860,142.240777753,train,1,20.884187698364258
860,142.240777753,train,2,20.962730407714844
860,142.240777753,train,3,27.715774536132812
870,143.792278853,train,0,21.271495819091797
870,143.792278853,train,1,20.864761352539062
870,143.792278853,train,2,20.947338104248047
870,143.792278853,train,3,27.734987258911133
880,145.3473192,train,0,21.258596420288086
880,145.3473192,train,1,20.84905242919922
880,145.3473192,train,2,20.931987762451172
880,145.3473192,train,3,27.757286071777344
890,146.902622018,train,0,21.248506546020508
890,146.902622018,train,1,20.83082389831543
890,146.902622018,train,2,20.913206100463867
890,146.902622018,train,3,27.775068283081055
900,148.455139915,train,0,21.23966407775879
900,148.455139915,train,1,20.813194274902344
900,148.455139915,train,2,20.89460563659668
900,148.455139915,train,3,27.791675567626953
900,148.514209323,valid,0,21.238040924072266
900,148.514209323,valid,1,20.812156677246094
900,148.514209323,valid,2,20.893444061279297
900,148.514209323,valid,3,27.792818069458008
910,150.066301098,train,0,21.226720809936523
910,150.066301098,train,1,20.79596519470215
910,150.066301098,train,2,20.879770278930664
910,150.066301098,train,3,27.808223724365234
920,151.619525279,train,0,21.213417053222656
920,151.619525279,train,1,20.780385971069336
920,151.619525279,train,2,20.860454559326172
920,151.619525279,train,3,27.826335906982422
930,153.176685351,train,0,21.202106475830078
930,153.176685351,train,1,20.76340675354004
930,153.176685351,train,2,20.843544006347656
930,153.176685351,train,3,27.848957061767578
940,154.729686795,train,0,21.190933227539062
940,154.729686795,train,1,20.747482299804688
940,154.729686795,train,2,20.82645034790039
940,154.729686795,train,3,27.85852813720703
950,156.28257847499998,train,0,21.178531646728516
950,156.28257847499998,train,1,20.727542877197266
950,156.28257847499998,train,2,20.808509826660156
950,156.28257847499998,train,3,27.872314453125
960,157.83441982,train,0,21.16778564453125
960,157.83441982,train,1,20.713045120239258
960,157.83441982,train,2,20.792089462280273
960,157.83441982,train,3,27.894561767578125
970,159.38735980299998,train,0,21.15393829345703
970,159.38735980299998,train,1,20.697097778320312
970,159.38735980299998,train,2,20.77610969543457
970,159.38735980299998,train,3,27.91030502319336
980,160.93820853999998,train,0,21.142536163330078
980,160.93820853999998,train,1,20.677837371826172
980,160.93820853999998,train,2,20.760202407836914
980,160.93820853999998,train,3,27.922788619995117
990,162.492502105,train,0,21.132366180419922
990,162.492502105,train,1,20.661922454833984
990,162.492502105,train,2,20.74299430847168
990,162.492502105,train,3,27.93796730041504
1000,164.048210552,train,0,21.122873306274414
1000,164.048210552,train,1,20.64250946044922
1000,164.048210552,train,2,20.723915100097656
1000,164.048210552,train,3,27.956951141357422
1000,164.10636439799998,valid,0,21.121421813964844
1000,164.10636439799998,valid,1,20.640514373779297
1000,164.10636439799998,valid,2,20.72182846069336
1000,164.10636439799998,valid,3,27.959686279296875
1010,165.659971657,train,0,21.11013412475586
1010,165.659971657,train,1,20.62795639038086
1010,165.659971657,train,2,20.70401382446289
1010,165.659971657,train,3,27.970264434814453
1020,167.211088908,train,0,21.098175048828125
1020,167.211088908,train,1,20.609304428100586
1020,167.211088908,train,2,20.68738555908203
1020,167.211088908,train,3,27.98959732055664
1030,168.76330432999998,train,0,21.087722778320312
1030,168.76330432999998,train,1,20.593387603759766
1030,168.76330432999998,train,2,20.668882369995117
1030,168.76330432999998,train,3,28.002235412597656
1040,170.318438123,train,0,21.0751953125
1040,170.318438123,train,1,20.57694435119629
1040,170.318438123,train,2,20.6512508392334
1040,170.318438123,train,3,28.01337432861328
1050,171.870549192,train,0,21.06340789794922
1050,171.870549192,train,1,20.560251235961914
1050,171.870549192,train,2,20.636920928955078
1050,171.870549192,train,3,28.029428482055664
1060,173.422231521,train,0,21.051464080810547
1060,173.422231521,train,1,20.540138244628906
1060,173.422231521,train,2,20.621257781982422
1060,173.422231521,train,3,28.035768508911133
1070,174.977058293,train,0,21.04051971435547
1070,174.977058293,train,1,20.523269653320312
1070,174.977058293,train,2,20.605806350708008
1070,174.977058293,train,3,28.045740127563477
1080,176.529890053,train,0,21.030309677124023
1080,176.529890053,train,1,20.507658004760742
1080,176.529890053,train,2,20.585678100585938
1080,176.529890053,train,3,28.06116485595703
1090,178.082055629,train,0,21.01934051513672
1090,178.082055629,train,1,20.493057250976562
1090,178.082055629,train,2,20.5688419342041
1090,178.082055629,train,3,28.074161529541016
1100,179.63334010199998,train,0,21.006607055664062
1100,179.63334010199998,train,1,20.474117279052734
1100,179.63334010199998,train,2,20.552160263061523
1100,179.63334010199998,train,3,28.082033157348633
1100,179.69181247199998,valid,0,21.006423950195312
1100,179.69181247199998,valid,1,20.471729278564453
1100,179.69181247199998,valid,2,20.5504093170166
1100,179.69181247199998,valid,3,28.083721160888672
1110,181.24445965499999,train,0,20.998687744140625
1110,181.24445965499999,train,1,20.457536697387695
1110,181.24445965499999,train,2,20.535593032836914
1110,181.24445965499999,train,3,28.104907989501953
1120,182.797430538,train,0,20.985580444335938
1120,182.797430538,train,1,20.441211700439453
1120,182.797430538,train,2,20.51690673828125
1120,182.797430538,train,3,28.107337951660156
1130,184.349156908,train,0,20.971263885498047
1130,184.349156908,train,1,20.42476463317871
1130,184.349156908,train,2,20.501235961914062
1130,184.349156908,train,3,28.117523193359375
1140,185.90304927399998,train,0,20.963050842285156
1140,185.90304927399998,train,1,20.41244888305664
1140,185.90304927399998,train,2,20.484317779541016
1140,185.90304927399998,train,3,28.121810913085938
1150,187.458321462,train,0,20.952621459960938
1150,187.458321462,train,1,20.396196365356445
1150,187.458321462,train,2,20.468883514404297
1150,187.458321462,train,3,28.122528076171875
1160,189.010405618,train,0,20.942630767822266
1160,189.010405618,train,1,20.38165283203125
1160,189.010405618,train,2,20.452957153320312
1160,189.010405618,train,3,28.131332397460938
1170,190.564179048,train,0,20.929943084716797
1170,190.564179048,train,1,20.36607551574707
1170,190.564179048,train,2,20.435461044311523
1170,190.564179048,train,3,28.14052963256836
1180,192.118619411,train,0,20.91826820373535
1180,192.118619411,train,1,20.35104751586914
1180,192.118619411,train,2,20.41771125793457
1180,192.118619411,train,3,28.145837783813477
1190,193.67470525299998,train,0,20.90914535522461
1190,193.67470525299998,train,1,20.334644317626953
1190,193.67470525299998,train,2,20.397932052612305
1190,193.67470525299998,train,3,28.160572052001953
1200,195.2294863,train,0,20.896404266357422
1200,195.2294863,train,1,20.31621742248535
1200,195.2294863,train,2,20.37800407409668
1200,195.2294863,train,3,28.163677215576172
1200,195.288727506,valid,0,20.894855499267578
1200,195.288727506,valid,1,20.314682006835938
1200,195.288727506,valid,2,20.377687454223633
1200,195.288727506,valid,3,28.159854888916016
1210,196.841511392,train,0,20.883052825927734
1210,196.841511392,train,1,20.299335479736328
1210,196.841511392,train,2,20.365699768066406
1210,196.841511392,train,3,28.164409637451172
1220,198.39320736099998,train,0,20.870588302612305
1220,198.39320736099998,train,1,20.282493591308594
1220,198.39320736099998,train,2,20.348115921020508
1220,198.39320736099998,train,3,28.174945831298828
1230,199.94643703199998,train,0,20.858802795410156
1230,199.94643703199998,train,1,20.266611099243164
1230,199.94643703199998,train,2,20.331178665161133
1230,199.94643703199998,train,3,28.18109893798828
1240,201.499306048,train,0,20.845598220825195
1240,201.499306048,train,1,20.252084732055664
1240,201.499306048,train,2,20.312305450439453
1240,201.499306048,train,3,28.180225372314453
1250,203.052708898,train,0,20.832624435424805
1250,203.052708898,train,1,20.235076904296875
1250,203.052708898,train,2,20.296825408935547
1250,203.052708898,train,3,28.186935424804688
1260,204.608665,train,0,20.81963348388672
1260,204.608665,train,1,20.217304229736328
